symbol,date,price
Harper,2016-07-01,0
Harris,2016-07-01,3847
Fisher,2016-07-02,0
Arno,2016-07-02,0
Temp,2016-07-02,0
Vandelay,2016-07-02,0
Harper,2016-07-02,0
Harris,2016-07-02,0
Fisher,2016-07-03,0
Arno,2016-07-03,0
Temp,2016-07-03,0
Vandelay,2016-07-03,0
Harper,2016-07-03,0
Harris,2016-07-03,0
Fisher,2016-07-04,0
Arno,2016-07-04,0
Temp,2016-07-04,0
Vandelay,2016-07-04,0
Harper,2016-07-04,0
Harris,2016-07-04,0
Fisher,2016-07-05,2513
Arno,2016-07-05,0
Temp,2016-07-05,0
Vandelay,2016-07-05,0
Harper,2016-07-05,0
Harris,2016-07-05,7673
Fisher,2016-07-06,0
Arno,2016-07-06,0
Temp,2016-07-06,0
Vandelay,2016-07-06,0
Harper,2016-07-06,4028
Harris,2016-07-06,7276
Fisher,2016-07-07,0
Arno,2016-07-07,0
Temp,2016-07-07,0
Vandelay,2016-07-07,0
Harper,2016-07-07,3290
Harris,2016-07-07,4047
Fisher,2016-07-08,0
Arno,2016-07-08,7683
Temp,2016-07-08,0
Vandelay,2016-07-08,0
Harper,2016-07-08,0
Harris,2016-07-08,6537
Fisher,2016-07-09,0
Arno,2016-07-09,2626
Temp,2016-07-09,0
Vandelay,2016-07-09,0
Harper,2016-07-09,0
Harris,2016-07-09,0
Fisher,2016-07-10,0
Arno,2016-07-10,0
Temp,2016-07-10,0
Vandelay,2016-07-10,0
Harper,2016-07-10,0
Harris,2016-07-10,0
Fisher,2016-07-11,4106
Arno,2016-07-11,5442
Temp,2016-07-11,0
Vandelay,2016-07-11,0
Harper,2016-07-11,0
Harris,2016-07-11,43290
Fisher,2016-07-12,1583
Arno,2016-07-12,0
Temp,2016-07-12,0
Vandelay,2016-07-12,0
Harper,2016-07-12,0
Harris,2016-07-12,6180
Fisher,2016-07-13,0
Arno,2016-07-13,0
Temp,2016-07-13,0
Vandelay,2016-07-13,0
Harper,2016-07-13,192
Harris,2016-07-13,7017
Fisher,2016-07-14,0
Arno,2016-07-14,0
Temp,2016-07-14,0
Vandelay,2016-07-14,0
Harper,2016-07-14,0
Harris,2016-07-14,15616
Fisher,2016-07-15,0
Arno,2016-07-15,6157
Temp,2016-07-15,0
Vandelay,2016-07-15,0
Harper,2016-07-15,0
Harris,2016-07-15,8562
Fisher,2016-07-16,0
Arno,2016-07-16,0
Temp,2016-07-16,0
Vandelay,2016-07-16,0
Harper,2016-07-16,0
Harris,2016-07-16,0
Fisher,2016-07-17,0
Arno,2016-07-17,0
Temp,2016-07-17,0
Vandelay,2016-07-17,0
Harper,2016-07-17,0
Harris,2016-07-17,0
Fisher,2016-07-18,3450
Arno,2016-07-18,5930
Temp,2016-07-18,0
Vandelay,2016-07-18,0
Harper,2016-07-18,0
Harris,2016-07-18,30239
Fisher,2016-07-19,2915
Arno,2016-07-19,0
Temp,2016-07-19,0
Vandelay,2016-07-19,0
Harper,2016-07-19,0
Harris,2016-07-19,6289
Fisher,2016-07-20,0
Arno,2016-07-20,0
Temp,2016-07-20,0
Vandelay,2016-07-20,0
Harper,2016-07-20,7653
Harris,2016-07-20,9084
Fisher,2016-07-21,0
Arno,2016-07-21,0
Temp,2016-07-21,0
Vandelay,2016-07-21,0
Harper,2016-07-21,4249
Harris,2016-07-21,4155
Fisher,2016-07-22,0
Arno,2016-07-22,9001
Temp,2016-07-22,0
Vandelay,2016-07-22,0
Harper,2016-07-22,0
Harris,2016-07-22,3410
Fisher,2016-07-23,0
Arno,2016-07-23,1920
Temp,2016-07-23,0
Vandelay,2016-07-23,0
Harper,2016-07-23,0
Harris,2016-07-23,0
Fisher,2016-07-24,0
Arno,2016-07-24,0
Temp,2016-07-24,0
Vandelay,2016-07-24,0
Harper,2016-07-24,0
Harris,2016-07-24,0
Fisher,2016-07-25,3263
Arno,2016-07-25,6227
Temp,2016-07-25,0
Vandelay,2016-07-25,0
Harper,2016-07-25,0
Harris,2016-07-25,32540
Fisher,2016-07-26,3022
Arno,2016-07-26,0
Temp,2016-07-26,0
Vandelay,2016-07-26,0
Harper,2016-07-26,0
Harris,2016-07-26,9925
Fisher,2016-07-27,0
Arno,2016-07-27,0
Temp,2016-07-27,0
Vandelay,2016-07-27,0
Harper,2016-07-27,9526
Harris,2016-07-27,6739
Fisher,2016-07-28,0
Arno,2016-07-28,0
Temp,2016-07-28,0
Vandelay,2016-07-28,0
Harper,2016-07-28,3395
Harris,2016-07-28,20899
Fisher,2016-07-29,0
Arno,2016-07-29,8557
Temp,2016-07-29,0
Vandelay,2016-07-29,0
Harper,2016-07-29,0
Harris,2016-07-29,9428
Fisher,2016-07-30,0
Arno,2016-07-30,0
Temp,2016-07-30,0
Vandelay,2016-07-30,0
Harper,2016-07-30,0
Harris,2016-07-30,463
Fisher,2016-07-31,0
Arno,2016-07-31,0
Temp,2016-07-31,0
Vandelay,2016-07-31,0
Harper,2016-07-31,0
Harris,2016-07-31,0
